,Year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
0,1968,Alabama,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
1,1968,Alaska,2.1,15.61,1.15,8.55,2.1,15.61,34.8,2.1,2.1,15.61,2.1,15.61,
2,1968,Arizona,0.46799999999999997,3.48,1.15,8.55,1.15,8.55,34.8,18.72 - 26.40/wk(b),0.46799999999999997,3.48,0.66,4.91,(b)
3,1968,Arkansas,0.15625,1.16,1.15,8.55,1.15,8.55,34.8,1.25/day(b),0.15625,1.16,0.15625,1.16,(b)
4,1968,California,1.65,12.26,1.15,8.55,1.65,12.26,34.8,1.65(b),1.65,12.26,1.65,12.26,(b)
5,1968,Colorado,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.25(b),1.0,7.43,1.25,9.29,(b)
6,1968,Connecticut,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
7,1968,Delaware,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
8,1968,District of Columbia,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25 - 1.40,1.25,9.29,1.4,10.41,
9,1968,Florida,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
10,1968,Georgia,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
11,1968,Guam,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
12,1968,Hawaii,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
13,1968,Idaho,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,
14,1968,Illinois,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
15,1968,Indiana,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,
16,1968,Iowa,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
17,1968,Kansas,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
18,1968,Kentucky,0.65,4.83,1.15,8.55,1.15,8.55,34.8,.65 - .75(b),0.65,4.83,0.75,5.57,(b)
19,1968,Louisiana,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
20,1968,Maine,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
21,1968,Maryland,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 & 1.15,1.0,7.43,1.15,8.55,
22,1968,Massachusetts,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
23,1968,Michigan,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
24,1968,Minnesota,0.7,5.2,1.15,8.55,1.15,8.55,34.8,.70 - 1.15(b),0.7,5.2,1.15,8.55,(b)
25,1968,Mississippi,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
26,1968,Missouri,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
27,1968,Montana,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
28,1968,Nebraska,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1,1.0,7.43,1.0,7.43,
29,1968,Nevada,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
30,1968,New Hampshire,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
31,1968,New Jersey,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
32,1968,New Mexico,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15 - 1.40,1.15,8.55,1.4,10.41,
33,1968,New York,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
34,1968,North Carolina,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1,1.0,7.43,1.0,7.43,
35,1968,North Dakota,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.25,1.0,7.43,1.25,9.29,
36,1968,Ohio,0.75,5.57,1.15,8.55,1.15,8.55,34.8,.75 - 1.25(b),0.75,5.57,1.25,9.29,(b)
37,1968,Oklahoma,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1,1.0,7.43,1.0,7.43,
38,1968,Oregon,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,
39,1968,Pennsylvania,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,
40,1968,Puerto Rico,0.43,3.2,1.15,8.55,1.15,8.55,34.8,.43 - 1.60,0.43,3.2,1.6,11.89,
41,1968,Rhode Island,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
42,1968,South Carolina,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
43,1968,South Dakota,0.425,3.16,1.15,8.55,1.15,8.55,34.8,17.00 - 20.00/wk,0.425,3.16,0.5,3.72,
44,1968,Tennessee,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
45,1968,Texas,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
46,1968,U.S. Virgin Islands,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,,0.0,,
47,1968,Utah,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.15(b),1.0,7.43,1.15,8.55,(b)
48,1968,Vermont,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
49,1968,Virginia,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
50,1968,Washington,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
51,1968,West Virginia,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1,1.0,7.43,1.0,7.43,
52,1968,Wisconsin,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25 (b),1.25,9.29,1.25,9.29,(b)
53,1968,Wyoming,1.2,8.92,1.15,8.55,1.2,8.92,34.8,1.2,1.2,8.92,1.2,8.92,
54,1969,Alabama,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
55,1969,Alaska,2.1,14.8,1.15,8.11,2.1,14.8,36.7,2.1,2.1,14.8,2.1,14.8,
56,1969,Arizona,0.46799999999999997,3.3,1.15,8.11,1.15,8.11,36.7,18.72 - 26.40/wk(b),0.46799999999999997,3.3,0.66,4.65,(b)
57,1969,Arkansas,0.15625,1.1,1.15,8.11,1.15,8.11,36.7,1.25/day(b),0.15625,1.1,0.15625,1.1,(b)
58,1969,California,1.65,11.63,1.15,8.11,1.65,11.63,36.7,1.65(b),1.65,11.63,1.65,11.63,(b)
59,1969,Colorado,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.25(b),1.0,7.05,1.25,8.81,(b)
60,1969,Connecticut,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
61,1969,Delaware,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
62,1969,District of Columbia,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25 - 1.40,1.25,8.81,1.4,9.87,
63,1969,Florida,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
64,1969,Georgia,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
65,1969,Guam,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
66,1969,Hawaii,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
67,1969,Idaho,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,
68,1969,Illinois,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
69,1969,Indiana,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,
70,1969,Iowa,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
71,1969,Kansas,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
72,1969,Kentucky,0.65,4.58,1.15,8.11,1.15,8.11,36.7,.65 - .75(b),0.65,4.58,0.75,5.29,(b)
73,1969,Louisiana,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
74,1969,Maine,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
75,1969,Maryland,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 & 1.15,1.0,7.05,1.15,8.11,
76,1969,Massachusetts,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
77,1969,Michigan,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
78,1969,Minnesota,0.7,4.93,1.15,8.11,1.15,8.11,36.7,.70 - 1.15(b),0.7,4.93,1.15,8.11,(b)
79,1969,Mississippi,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
80,1969,Missouri,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
81,1969,Montana,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
82,1969,Nebraska,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1,1.0,7.05,1.0,7.05,
83,1969,Nevada,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
84,1969,New Hampshire,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
85,1969,New Jersey,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
86,1969,New Mexico,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15 - 1.40,1.15,8.11,1.4,9.87,
87,1969,New York,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
88,1969,North Carolina,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1,1.0,7.05,1.0,7.05,
89,1969,North Dakota,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.25,1.0,7.05,1.25,8.81,
90,1969,Ohio,0.75,5.29,1.15,8.11,1.15,8.11,36.7,.75 - 1.25(b),0.75,5.29,1.25,8.81,(b)
91,1969,Oklahoma,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1,1.0,7.05,1.0,7.05,
92,1969,Oregon,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,
93,1969,Pennsylvania,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,
94,1969,Puerto Rico,0.43,3.03,1.15,8.11,1.15,8.11,36.7,.43 - 1.60,0.43,3.03,1.6,11.28,
95,1969,Rhode Island,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
96,1969,South Carolina,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
97,1969,South Dakota,0.425,3.0,1.15,8.11,1.15,8.11,36.7,17.00 - 20.00/wk,0.425,3.0,0.5,3.52,
98,1969,Tennessee,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
99,1969,Texas,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
100,1969,U.S. Virgin Islands,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,,0.0,,
101,1969,Utah,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.15(b),1.0,7.05,1.15,8.11,(b)
102,1969,Vermont,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
103,1969,Virginia,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
104,1969,Washington,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
105,1969,West Virginia,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1,1.0,7.05,1.0,7.05,
106,1969,Wisconsin,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25 (b),1.25,8.81,1.25,8.81,(b)
107,1969,Wyoming,1.2,8.46,1.15,8.11,1.2,8.46,36.7,1.2,1.2,8.46,1.2,8.46,
108,1970,Alabama,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
109,1970,Alaska,2.1,14.0,1.3,8.67,2.1,14.0,38.8,2.1,2.1,14.0,2.1,14.0,
110,1970,Arizona,0.46799999999999997,3.12,1.3,8.67,1.3,8.67,38.8,18.72 - 26.40/wk(b),0.46799999999999997,3.12,0.66,4.4,(b)
111,1970,Arkansas,1.1,7.33,1.3,8.67,1.3,8.67,38.8,1.1,1.1,7.33,1.1,7.33,
112,1970,California,1.65,11.0,1.3,8.67,1.65,11.0,38.8,1.65(b),1.65,11.0,1.65,11.0,(b)
113,1970,Colorado,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.25(b),1.0,6.67,1.25,8.33,(b)
114,1970,Connecticut,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
115,1970,Delaware,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
116,1970,District of Columbia,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.60 - 2.00,1.6,10.67,2.0,13.33,
117,1970,Florida,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
118,1970,Georgia,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
119,1970,Guam,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
120,1970,Hawaii,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
121,1970,Idaho,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
122,1970,Illinois,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
123,1970,Indiana,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
124,1970,Iowa,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
125,1970,Kansas,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
126,1970,Kentucky,0.65,4.33,1.3,8.67,1.3,8.67,38.8,.65 - .75(b),0.65,4.33,0.75,5.0,(b)
127,1970,Louisiana,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
128,1970,Maine,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
129,1970,Maryland,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
130,1970,Massachusetts,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
131,1970,Michigan,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
132,1970,Minnesota,0.7,4.67,1.3,8.67,1.3,8.67,38.8,.70 - 1.15(b),0.7,4.67,1.15,7.67,(b)
133,1970,Mississippi,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
134,1970,Missouri,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
135,1970,Montana,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
136,1970,Nebraska,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
137,1970,Nevada,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
138,1970,New Hampshire,1.45,9.67,1.3,8.67,1.45,9.67,38.8,1.45 & 1.60,1.45,9.67,1.6,10.67,
139,1970,New Jersey,1.5,10.0,1.3,8.67,1.5,10.0,38.8,1.5,1.5,10.0,1.5,10.0,
140,1970,New Mexico,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.30 - 1.60,1.3,8.67,1.6,10.67,
141,1970,New York,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
142,1970,North Carolina,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
143,1970,North Dakota,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.45,1.0,6.67,1.45,9.67,
144,1970,Ohio,0.75,5.0,1.3,8.67,1.3,8.67,38.8,.75 - 1.25(b),0.75,5.0,1.25,8.33,(b)
145,1970,Oklahoma,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
146,1970,Oregon,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,
147,1970,Pennsylvania,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
148,1970,Puerto Rico,0.43,2.87,1.3,8.67,1.3,8.67,38.8,.43 - 1.60,0.43,2.87,1.6,10.67,
149,1970,Rhode Island,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
150,1970,South Carolina,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
151,1970,South Dakota,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
152,1970,Tennessee,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
153,1970,Texas,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
154,1970,U.S. Virgin Islands,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,,0.0,,
155,1970,Utah,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.15(b),1.0,6.67,1.15,7.67,(b)
156,1970,Vermont,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
157,1970,Virginia,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
158,1970,Washington,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
159,1970,West Virginia,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1,1.0,6.67,1.0,6.67,
160,1970,Wisconsin,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.30 (b),1.3,8.67,1.3,8.67,(b)
161,1970,Wyoming,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,
162,1971,Alabama,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
163,1971,Alaska,2.1,13.41,1.3,8.3,2.1,13.41,40.5,2.1,2.1,13.41,2.1,13.41,
164,1971,Arizona,0.46799999999999997,2.99,1.3,8.3,1.3,8.3,40.5,18.72 - 26.40/wk(b),0.46799999999999997,2.99,0.66,4.22,(b)
165,1971,Arkansas,1.1,7.03,1.3,8.3,1.3,8.3,40.5,1.1,1.1,7.03,1.1,7.03,
166,1971,California,1.65,10.54,1.3,8.3,1.65,10.54,40.5,1.65(b),1.65,10.54,1.65,10.54,(b)
167,1971,Colorado,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.25(b),1.0,6.39,1.25,7.98,(b)
168,1971,Connecticut,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
169,1971,Delaware,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
170,1971,District of Columbia,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.60 - 2.00,1.6,10.22,2.0,12.77,
171,1971,Florida,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
172,1971,Georgia,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
173,1971,Guam,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
174,1971,Hawaii,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
175,1971,Idaho,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
176,1971,Illinois,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
177,1971,Indiana,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
178,1971,Iowa,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
179,1971,Kansas,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
180,1971,Kentucky,0.65,4.15,1.3,8.3,1.3,8.3,40.5,.65 - .75(b),0.65,4.15,0.75,4.79,(b)
181,1971,Louisiana,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
182,1971,Maine,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
183,1971,Maryland,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
184,1971,Massachusetts,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
185,1971,Michigan,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
186,1971,Minnesota,0.7,4.47,1.3,8.3,1.3,8.3,40.5,.70 - 1.15(b),0.7,4.47,1.15,7.34,(b)
187,1971,Mississippi,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
188,1971,Missouri,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
189,1971,Montana,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
190,1971,Nebraska,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
191,1971,Nevada,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
192,1971,New Hampshire,1.45,9.26,1.3,8.3,1.45,9.26,40.5,1.45 & 1.60,1.45,9.26,1.6,10.22,
193,1971,New Jersey,1.5,9.58,1.3,8.3,1.5,9.58,40.5,1.5,1.5,9.58,1.5,9.58,
194,1971,New Mexico,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.30 - 1.60,1.3,8.3,1.6,10.22,
195,1971,New York,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
196,1971,North Carolina,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
197,1971,North Dakota,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.45,1.0,6.39,1.45,9.26,
198,1971,Ohio,0.75,4.79,1.3,8.3,1.3,8.3,40.5,.75 - 1.25(b),0.75,4.79,1.25,7.98,(b)
199,1971,Oklahoma,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
200,1971,Oregon,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,
201,1971,Pennsylvania,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
202,1971,Puerto Rico,0.43,2.75,1.3,8.3,1.3,8.3,40.5,.43 - 1.60,0.43,2.75,1.6,10.22,
203,1971,Rhode Island,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
204,1971,South Carolina,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
205,1971,South Dakota,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
206,1971,Tennessee,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
207,1971,Texas,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
208,1971,U.S. Virgin Islands,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,,0.0,,
209,1971,Utah,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.15(b),1.0,6.39,1.15,7.34,(b)
210,1971,Vermont,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
211,1971,Virginia,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
212,1971,Washington,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
213,1971,West Virginia,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1,1.0,6.39,1.0,6.39,
214,1971,Wisconsin,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.30 (b),1.3,8.3,1.3,8.3,(b)
215,1971,Wyoming,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,
216,1972,Alabama,0.0,0.0,1.6,9.9,1.6,9.9,41.8,...,0.0,0.0,0.0,0.0,
217,1972,Alaska,2.1,12.99,1.6,9.9,2.1,12.99,41.8,2.1,2.1,12.99,2.1,12.99,
218,1972,Arizona,0.46799999999999997,2.9,1.6,9.9,1.6,9.9,41.8,18.72-26.40/wk(b),0.46799999999999997,2.9,0.66,4.08,(b)
219,1972,Arkansas,1.2,7.43,1.6,9.9,1.6,9.9,41.8,1.2,1.2,7.43,1.2,7.43,
220,1972,California,1.65,10.21,1.6,9.9,1.65,10.21,41.8,1.65(b),1.65,10.21,1.65,10.21,(b)
221,1972,Colorado,1.0,6.19,1.6,9.9,1.6,9.9,41.8,1.00 - 1.25(b),1.0,6.19,1.25,7.74,(b)
222,1972,Connecticut,1.85,11.45,1.6,9.9,1.85,11.45,41.8,1.85,1.85,11.45,1.85,11.45,
223,1972,Delaware,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
224,1972,District of Columbia,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.60 - 2.25,1.6,9.9,2.25,13.92,
